charger_id,station_name,address,city,state,latitude,longitude,x_projected,y_projected,level,plug_power_kw,plug_count,ev_network,connector_types,facility_type
l2_MD_0436,EVsmart - Pepco - Riverdale Park,6200 Rhode Island Ave,Riverdale Park,MD,38.963242,-76.934651,405663.3404,143927.702,L2,7.2,4,SWTCH,J1772,PARK
l2_MD_0437,EVsmart - BGE - Hargrove DC - MCS,700 E Patapsco Ave,Baltimore,MD,39.2363679,-76.5999118,434541.2137,174321.7536,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0117,EVsmart - BGE - Hargrove DC - MCS,700 E Patapsco Ave,Baltimore,MD,39.2363679,-76.5999118,434541.2137,174321.7536,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0118,EVsmart - BGE - BWI Rideshare Lot,671 Elkridge Landing Rd,Linthicum Heights,MD,39.19067,-76.6697866,428526.9747,169224.4785,DCFC,50,12,SWTCH,CHADEMO J1772COMBO,AIRPORT
l2_MD_0438,SMECO - Southern MD Higher Education Center,44219 Airport Rd,California,MD,38.312812,-76.545028,439790.3764,71824.1772,L2,7.2,2,SWTCH,J1772,SCHOOL
dcfc_MD_0119,"Walmart 3489 (Rosedale, MD)",6420 PETRIE WAY RD,Rosedale,MD,39.33691,-76.48964,443999.0097,185531.0153,DCFC,150,4,Electrify America,J1772COMBO,
l2_MD_0439,EVsmart - Pepco - Davis Hall DPW,9217 51st Ave,College Park,MD,39.0039333,-76.9208632,406854.3816,148445.7747,L2,7.2,1,SWTCH,J1772,MUNI_GOV
l2_MD_0440,EVsmart - DPL - Visitor Center Pocomoke,144 Ocean Hwy,Pocomoke City,MD,38.0044969,-75.5433639,527934.1573,38521.8574,L2,7.2,3,SWTCH,J1772,MUNI_GOV
l2_MD_0441,EVsmart - DPL - Newark Park,8334 Newark Rd,Newark,MD,38.2493784,-75.2931135,549402.8637,66080.134,L2,7.2,1,SWTCH,J1772,PARK
l2_MD_0442,EVsmart - DPL - Muir and Academy Street Parking Lot,419 Academy St,Cambridge,MD,38.5687221,-76.0765819,480471.0561,100538.5934,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0443,EVsmart - BGE - Gotts Garage,25 Northwest St,Annapolis,MD,38.9789172,-76.4947917,443774.7458,145786.8163,L2,7.2,6,SWTCH,J1772 J1772COMBO,PARKING_GARAGE
dcfc_MD_0120,EVsmart - BGE - Gotts Garage,25 Northwest St,Annapolis,MD,38.9789172,-76.4947917,443774.7458,145786.8163,DCFC,50,2,SWTCH,J1772 J1772COMBO,PARKING_GARAGE
l2_MD_0444,BSU CHARGER BOWIE,14000 Jericho Park Rd Building 28 ELLC,Bowie,MD,39.01527,-76.76065,420728.3094,149728.4479,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0445,BSU CHARGER BOWIE STATE 2,14000 Jericho Park Rd Building 28 ELLC,Bowie,MD,39.01532,-76.76076,420718.7685,149733.9734,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0446,EVsmart - BGE - HCLS Savage Branch,9525 Durness Ln,Laurel,MD,39.1326584,-76.8364077,414144.1005,162745.4718,L2,7.2,4,SWTCH,J1772,LIBRARY
l2_MD_0447,EVsmart - BGE - Crofton Library,1681 Riedel Rd,Crofton,MD,39.0136116,-76.6794407,427761.9468,149565.8987,L2,7.2,6,SWTCH,J1772,LIBRARY
l2_MD_0448,EVsmart - BGE - 100 Community Pl,100 Community Pl,Crownsville,MD,39.0257833,-76.6080316,433940.5363,150941.1916,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0121,EVsmart - BGE - 100 Community Pl,100 Community Pl,Crownsville,MD,39.0257833,-76.6080316,433940.5363,150941.1916,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
l2_MD_0449,White Oak Medical Center Campus - Outside Parking,11890 Healing Way,White Oak,MD,39.0495709,-76.9572484,403700.424,153509.941,L2,7.2,4,Blink Network,J1772,
l2_MD_0450,"Ocean Point, LTD - The Plaza",9800 Coastal Highway,Ocean City,MD,38.411111,-75.056944,569689.8991,84441.8809,L2,7.2,2,Blink Network,J1772,
l2_MD_0451,White Oak Medical Center Campus - 5th Floor,11890 Healing Way,White Oak,MD,39.048904,-76.95674,403744.467,153435.9282,L2,7.2,2,Blink Network,J1772,
l2_MD_0452,EVsmart - BGE - Bowie City Hall,15901 Excalibur Rd,Bowie,MD,38.9427155,-76.7299546,423410.4356,141681.6373,L2,7.2,2,SWTCH,J1772,MUNI_GOV
l2_MD_0453,The Tower Building,1101 Wootton Parkway,Rockville,MD,39.067948,-77.1562346,386479.2838,155560.7274,L2,7.2,5,Blink Network,J1772,
l2_MD_0454,CALT Building,101 College Parkway,Arnold,MD,39.0489086,-76.5165644,441847.083,153546.272,L2,7.2,1,Blink Network,J1772,
l2_MD_0455,Beacon Place Apartments at the Kentlands,916 Beacon Square Court,Gaithersburg,MD,39.1255188,-77.2428589,378999.8679,161968.1848,L2,7.2,2,Blink Network,J1772,
l2_MD_0456,Greenleigh @ Crossroads Bldg EE,6211 Greenleigh Avenue,Middle River,MD,39.3602427,-76.40545305,451239.985,188165.2741,L2,7.2,2,Blink Network,J1772,
l2_MD_0457,Caroline Garage,1501 East Monument St.,Baltimore,MD,39.2981563,-76.5967227,434786.2505,181182.4874,L2,7.2,3,Blink Network,J1772,
l2_MD_0458,McElderry Garage Lower Level,1501 McElderry Street,Baltimore,MD,39.2969395,-76.5965132,434804.9186,181047.4814,L2,7.2,6,Blink Network,J1772,
l2_MD_0459,Orleans garage,1795 Orleans St,Baltimore,MD,39.2949489,-76.592286,435170.5448,180828.1096,L2,7.2,4,Blink Network,J1772,
l2_MD_0460,312 Marshall Avenue,312 Marshall Avenue,Laurel,MD,39.0975821,-76.852907,412723.8277,158849.1262,L2,7.2,2,Blink Network,J1772,
l2_MD_0461,4600 East West Highway,4600 East West Highway,Bethesda,MD,38.9844519,-77.0928692,391953.4629,146284.2784,L2,7.2,1,Blink Network,J1772,
l2_MD_0462,Everly,97 Capital Court,Largo,MD,38.8924929,-76.841712,413731.6583,136083.806,L2,7.2,6,Blink Network,J1772,
l2_MD_0463,Mount Washington Campus,"5801 Smith Avenue, Suite 1100",Baltimore,MD,39.3700905,-76.6554704,429688.6088,189147.8019,L2,7.2,6,Blink Network,J1772,
l2_MD_0464,UMBC - Stadium Lot,"Stadium Lot behind Warehouse, Hilltop Circle & Poplar Ave",Baltimore,MD,39.253321,-76.705762,425396.6567,176169.0892,L2,7.2,2,Blink Network,J1772,
l2_MD_0465,Maple Lawn 9,8120 Maple Lawn Boulevard,Fulton,MD,39.1520052,-76.9035423,408337.3225,164884.9765,L2,7.2,2,Blink Network,J1772,
l2_MD_0466,Park Potomac HOA,12500 Park Potomac Ave.,Potomac,MD,39.06018628,-77.15870193,386264.2639,154699.4545,L2,7.2,2,Blink Network,J1772,
l2_MD_0467,Park Potomac Building D,12435 Park Potomac Ave.,Potomac,MD,39.0596169,-77.157087,386403.9257,154636.0049,L2,7.2,8,Blink Network,J1772,
l2_MD_0468,Annapolis Junction-10170,10170 Junction Drive,Annapolis Junction,MD,39.1240872,-76.7939661,417815.7776,161801.3779,L2,7.2,2,Blink Network,J1772,
l2_MD_0469,197 5 Story,231 Najoles Road,Millersville,MD,39.095502,-76.629707,432032.2791,158672.881,L2,7.2,2,Blink Network,J1772,
l2_MD_0470,"HLSB, Parking Lot M",101 College Parkway,Arnold,MD,39.0490696,-76.516773,441828.9317,153564.049,L2,7.2,6,Blink Network,J1772,
l2_MD_0471,Annapolis Corporate-181,181 Harry S Truman Parkway,Annapolis,MD,38.97782908,-76.56005884,438120.1424,145636.7647,L2,7.2,1,Blink Network,J1772,
l2_MD_0472,Hawthorn Center,6175 Sunny Spring,Columbia,MD,39.2071996,-76.8837771,410037.9797,171014.3566,L2,7.2,1,Blink Network,J1772,
l2_MD_0473,Middlebrook Square Shopping Ctr,11500 Middlebrook Road,Germantown,MD,39.1792546,-77.2394376,379311.3529,167932.8214,L2,7.2,4,Blink Network,J1772,
l2_MD_0474,Fallsgrove Plaza,14995 Shady Grove Road,Rockville,MD,39.1011405,-77.190535,383518.6361,159251.1361,L2,7.2,2,Blink Network,J1772,
l2_MD_0475,McHenry Row - West Garage,1630 Whetstone Way,Baltimore,MD,39.26927344,-76.60020429,434499.9697,177974.6823,L2,7.2,2,Blink Network,J1772,
l2_MD_0476,2000 Tower Oaks,2000 Tower Oaks Boulevard,Rockville,MD,39.066178,-77.153254,386736.8936,155363.7993,L2,7.2,2,Blink Network,J1772,
l2_MD_0477,Dulaney Center Parking Garage,855 Southerly Road,Towson,MD,39.406849,-76.599635,434482.1374,193248.3625,L2,7.2,4,Blink Network,J1772,
l2_MD_0478,Cromwell Center,810 Gleneagles Court,Towson,MD,39.4028716,-76.5738872,436701.7686,192816.8175,L2,7.2,1,Blink Network,J1772,
l2_MD_0479,Ashland Garage Level 6,900 North Washington Street,Baltimore,MD,39.301179,-76.5901802,435349.0931,181520.5714,L2,7.2,4,Blink Network,J1772,
l2_MD_0480,Washington Blvd,9711 Washingtonian Boulevard,Gaithersburg,MD,39.111969,-77.191232,383460.8647,160453.3632,L2,7.2,1,Blink Network,J1772,
l2_MD_0481,Twin Oaks Shopping Center,711 Hungerford Drive,Rockville,MD,39.0930982,-77.1528855,386773.7903,158352.2125,L2,7.2,2,Blink Network,J1772,
l2_MD_0482,Maple Lawn 10 - 8110,8110 Maple Lawn Boulevard,Fulton,MD,39.1525773,-76.9028133,408400.2678,164948.5543,L2,7.2,2,Blink Network,J1772,
l2_MD_0483,Maple Lawn,8160 Maple Lawn Blvd,Fulton,MD,39.14958699,-76.90562507,408157.5707,164616.3336,L2,7.2,5,Blink Network,J1772,
l2_MD_0484,Catalent Biologics / Paragon Gene Therapy,7555 Harmans Rd,Harmans,MD,39.150081,-76.701751,425780.2875,164709.0341,L2,7.2,4,Blink Network,J1772,
l2_MD_0485,Promenade Towers,5225 Pooks Hill Road,Bethesda,MD,39.0167159,-77.106924,390739.9372,149867.2395,L2,7.2,16,Blink Network,J1772,
l2_MD_0486,Courtyard by Marriott Bowie,16800 Science DR,Bowie,MD,38.962643,-76.712979,424875.1285,143898.2487,L2,7.2,2,Blink Network,J1772,
dcfc_MD_0122,EVROADWAY BOX HILL DC 3,3459 Merchant Boulevard,Abingdon,MD,39.467919,-76.307672,459576.3265,200178.8294,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0487,26060,540 National Business Parkway,Annapolis Junction,MD,39.1376525,-76.7697546,419905.5758,163312.3021,L2,7.2,2,Blink Network,J1772,
l2_MD_0488,THE SHIRLEY THE SHIRLEY,2005 Town Center Blvd,Odenton,MD,39.09914,-76.70613,425419.9651,159052.7104,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0489,Country Inn & Suites by Radisson - Baltimore North,8825 Yellow Brick Road,Rosedale,MD,39.3397257,-76.4812653,444719.227,185847.6771,L2,7.2,4,Blink Network,J1772,
l2_MD_0490,The Met,10500 Grand Central Avenue,Owings Mills,MD,39.4069961,-76.7819518,418779.7025,193211.5672,L2,7.2,5,Blink Network,J1772,
l2_MD_0491,EVsmart - Pepco - Colmar Manor - Town Lot,40th Ave & Newark Rd,Colmar Manor,MD,38.9350737,-76.9485018,404464.6907,140800.0028,L2,7.2,2,SWTCH,J1772,PARKING_LOT
l2_MD_0492,EVsmart - Pepco - Colmar Manor - KFC Lot,3613 40th Pl,Colmar Manor,MD,38.93574,-76.947637,404539.6275,140874.0104,L2,7.2,4,SWTCH,J1772,PARKING_LOT
l2_MD_0493,EVsmart - DPL - Westover Athletic Complex,30290 Sam Barnes Rd,Westover,MD,38.1282505,-75.7032069,513701.2994,52045.7913,L2,7.2,2,SWTCH,J1772,REC_SPORTS_FACILITY
l2_MD_0494,Inner Harbor,801 Key Highway,Baltimore,MD,39.280452,-76.605982,433996.0337,179213.5217,L2,7.2,1,Blink Network,J1772,
dcfc_MD_0123,Wawa - Tesla Supercharger,3166 Solomon's Island Road,Edgewater,MD,38.93635,-76.56766,437483.3116,141029.1161,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
l2_MD_0495,Crossroads Professional Building,7676 New Hampshire Ave,Takoma Park,MD,38.9875017,-76.9885435,400992.3167,146618.8028,L2,7.2,2,Blink Network,J1772,
l2_MD_0496,HAMPTON INN HAMPTON INN,960 N Frederick Rd,Gaithersburg,MD,39.157465,-77.219302,381045.3391,165509.4896,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0497,EVsmart - DPL - Denton Municipal Parking Lot,304 Gay St,Denton,MD,38.8867644,-75.8307817,501438.22,136085.4659,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0498,EVsmart - DPL - Pocomoke Farmers Market,3 Market St,Pocomoke City,MD,38.0764577,-75.5696691,525498.8862,46472.2003,L2,7.2,3,SWTCH,J1772,PARK
l2_MD_0499,EVsmart - DPL - Salisbury University Academic Commons,1101 Camden Ave,Salisbury,MD,38.3461263,-75.6080914,521671.6727,76350.3858,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,PARK
dcfc_MD_0124,EVsmart - DPL - Salisbury University Academic Commons,1101 Camden Ave,Salisbury,MD,38.3461263,-75.6080914,521671.6727,76350.3858,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,PARK
l2_MD_0500,EVsmart - BGE - Chesapeake Beach,8200 Bayside Rd,Chesapeake Beach,MD,38.6938937,-76.5342366,440518.3472,114129.5204,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
dcfc_MD_0125,EVsmart - BGE - Chesapeake Beach,8200 Bayside Rd,Chesapeake Beach,MD,38.6938937,-76.5342366,440518.3472,114129.5204,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,MUNI_GOV
l2_MD_0501,KEY STATIONS STATION 1,1405 Key Pkwy,Frederick,MD,39.424962,-77.460874,360316.182,195284.0336,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0502,EVsmart - BGE - BCPL Cockeysville,9833 Greenside Dr,Cockeysville,MD,39.4603056,-76.6291803,431913.4,199172.5026,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
dcfc_MD_0126,EVsmart - BGE - BCPL Cockeysville,9833 Greenside Dr,Cockeysville,MD,39.4603056,-76.6291803,431913.4,199172.5026,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
l2_MD_0503,7825 Elkridge,7825 Mistletoe Dr.,Elkridge,MD,39.180561,-76.775657,419383.5874,168074.4719,L2,7.2,2,EV Connect,J1772,
l2_MD_0504,Fairfield Inn and Suites Hagerstown,89 All Star Court,Hagertown,MD,39.6032127,-77.6884737,340868.2292,215197.3984,L2,7.2,4,Blink Network,J1772,
l2_MD_0505,EVsmart - DPL - Galena Town Hall,101 S Main St,Galena,MD,39.3405304,-75.878199,496705.7158,186404.0512,L2,7.2,1,SWTCH,J1772,PARK
dcfc_MD_0127,"Target T1045 (Owings Mills, MD)",11200 Reisterstown Rd,Owings Mills,MD,39.43344,-76.79797,417393.6103,196144.269,DCFC,150,4,Electrify America,J1772COMBO,
l2_MD_0506,SMECO - Charles County Courthouse,200 Charles St,La Plata,MD,38.532178,-76.978862,401842.7404,96075.389,L2,7.2,2,SWTCH,J1772,MUNI_GOV
l2_MD_0507,COLUMBIA ASSOC DORSEY MR&POOL,4649 Columbia Rd,Ellicott City,MD,39.25028,-76.8387,413922.852,175802.8855,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0508,EVsmart - DPL - Queen Annes County Library,200 Library Cir,Stevensville,MD,38.9788763,-76.3059452,460137.5615,145889.7298,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,PARK
dcfc_MD_0128,EVsmart - DPL - Queen Annes County Library,200 Library Cir,Stevensville,MD,38.9788763,-76.3059452,460137.5615,145889.7298,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,PARK
l2_MD_0509,EVsmart - Pepco - North Brentwood Municipal Center,4009 Wallace Rod,Brentwood,MD,38.9444763,-76.9519284,404167.054,141843.6122,L2,7.2,2,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0510,EVsmart - BGE - Honeygo Park,9033 Honeygo Blvd,Perry Hall,MD,39.3961438,-76.4510799,447283.789,192126.36,L2,7.2,4,SWTCH,J1772,PARK
dcfc_MD_0129,Royal Farms - Tesla Supercharger,3710 Churchville Road,Aberdeen,MD,39.52932,-76.19393,469303.6893,207076.0011,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
dcfc_MD_0130,Wawa - Tesla Supercharger,3500 Woodsdale Road,Abingdon,MD,39.46559,-76.31103,459289.3186,199918.074,DCFC_TESLA,150,8,Tesla,TESLA,GAS_STATION
l2_MD_0511,"PGC Brandywine, MD",12911 Cherry Tree Crossing Road,Brandywine,MD,38.7113768,-76.8394143,413966.3115,115979.1659,L2,7.2,4,Blink Network,J1772,
l2_MD_0512,POTOMAC EDISON SMITHSBURG,63 Railroad Ln,Smithsburg,MD,39.652732,-77.573563,350772.0764,220627.3002,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0513,EVsmart - DPL - Queen Annes County Health Department,208 N Commerce St,Centreville,MD,39.045391,-76.0636914,481051.7865,153460.5514,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0514,SMECO - Fairview Library,8120 Southern Maryland Blvd,Owings,MD,38.69144,-76.640325,431290.3969,113815.4247,L2,7.2,2,SWTCH,J1772,LIBRARY
l2_MD_0515,EVsmart - DPL - Queen Annes County Office Building,110 Vincit St,Centreville,MD,39.0379022,-76.0577749,481572.5146,152634.5263,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0516,SMECO - Lexington Park Library,21677 Franklin Delano Roosevelt Blvd,Lexington Park,MD,38.261834,-76.457476,447480.9767,66207.4465,L2,7.2,2,SWTCH,J1772,LIBRARY
l2_MD_0517,EVsmart - Pepco - Largo - Kettering Library,9601 Capital Ln,Upper Marlboro,MD,38.8914762,-76.8386797,413994.9177,135971.4043,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
dcfc_MD_0131,EVsmart - Pepco - Largo - Kettering Library,9601 Capital Ln,Upper Marlboro,MD,38.8914762,-76.8386797,413994.9177,135971.4043,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,LIBRARY
l2_MD_0518,EVsmart - BGE - 580 Taylor Ave,580 Taylor Ave,Annapolis,MD,38.9861813,-76.5030767,443052.4912,146589.2503,L2,7.2,4,SWTCH,J1772,PARKING_LOT
l2_MD_0519,EVsmart - BGE - DHR Harford DSS,2 S Bond St,Bel Air,MD,39.5354694,-76.350812,455810.77,207651.2163,L2,7.2,6,SWTCH,CHADEMO J1772 J1772COMBO,STATE_GOV
dcfc_MD_0132,EVsmart - BGE - DHR Harford DSS,2 S Bond St,Bel Air,MD,39.5354694,-76.350812,455810.77,207651.2163,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,STATE_GOV
l2_MD_0520,EVsmart - Pepco - Spaulding Library,5811 Old Silver Hill Rd,District Heights,MD,38.8531486,-76.9054046,408210.6613,131708.6588,L2,7.2,4,SWTCH,J1772,LIBRARY
l2_MD_0521,EVsmart - Pepco - Prince Georges Community College - Lot I,301 Largo Rd,Largo,MD,38.8889037,-76.8227093,415380.9667,135688.4031,L2,7.2,9,SWTCH,J1772,COLLEGE_CAMPUS
l2_MD_0522,POTOMAC EDISON HANCOCK LEVEL 2,Williams St,Hancock,MD,39.698669,-78.180904,298713.5308,226228.3272,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0133,SMECO - Capitol Clubhouse,3033 Waldorf Market Pl,Waldorf,MD,38.62572,-76.91767,407168.761,106461.8715,DCFC,50,1,SWTCH,CHADEMO J1772COMBO,
l2_MD_0523,SMECO - Three Notch Theater,21744 S Coral Dr,Lexington Park,MD,38.26459,-76.45122,448026.6508,66516.6346,L2,7.2,2,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0524,SMECO - St. Mary's College Administration,47645 College Dr,St Marys City,MD,38.19037,-76.42893,450028.8983,58290.1887,L2,7.2,2,SWTCH,J1772,COLLEGE_CAMPUS
dcfc_MD_0134,POTOMAC EDISON FROSTBURG DC 1,65 E Main St,Frostburg,MD,39.656089,-78.926932,234634.4565,222590.8306,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0135,POTOMAC EDISON FROSTBURG DC 2,65 E Main St,Frostburg,MD,39.656039,-78.926867,234639.9166,222585.1624,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0136,"Target T1003 (Glen Burnie, MD)",7951 Nolpark Ct,Glen Burnie,MD,39.13363,-76.63351,431686.3133,162904.2238,DCFC,150,4,Electrify America,J1772COMBO,
dcfc_MD_0137,Royal Farms - Tesla Supercharger,6901 Van Dusen Road,Laurel,MD,39.08124,-76.88878,409622.8976,157030.5681,DCFC_TESLA,150,6,Tesla,TESLA,GAS_STATION
l2_MD_0525,EVsmart - DPL - Marina Park,S Main St,Federalsburg,MD,38.6898311,-75.7723595,506800.3804,114293.2262,L2,7.2,3,SWTCH,J1772,PARK
l2_MD_0526,EVsmart - DPL - Harford County Agricultural Center,3509 Conowingo Rd,Darlington,MD,39.6317586,-76.2695719,462709.3396,218394.5962,L2,7.2,4,SWTCH,J1772,PARK
l2_MD_0527,EVsmart - BGE - Park Place Garage,1 Park Pl,Annapolis,MD,38.9767311,-76.5031995,443047.5591,145540.1454,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,PARKING_GARAGE
dcfc_MD_0138,EVsmart - BGE - Park Place Garage,1 Park Pl,Annapolis,MD,38.9767311,-76.5031995,443047.5591,145540.1454,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,PARKING_GARAGE
l2_MD_0528,College Square Shopping Center,444 WMC Drive,Westminster,MD,39.5867343,-77.0134136,398847.5344,213144.884,L2,7.2,2,Blink Network,J1772,
l2_MD_0529,ADUSA Giant Delivery Location #9420,1020 Airport 100 Way,Hanover,MD,39.16905,-76.71812,424358.8631,166810.3606,L2,7.2,2,OpConnect,CHADEMO J1772,
dcfc_MD_0139,ADUSA Giant Delivery Location #9420,1020 Airport 100 Way,Hanover,MD,39.16905,-76.71812,424358.8631,166810.3606,DCFC,50,1,OpConnect,CHADEMO J1772,
dcfc_MD_0140,POHANKA HYUNDAI CPE250,1770 RITCHIE STATION CT Ritchie Station Marke,CAPITOL HEIGHTS,MD,38.865332,-76.84884,413118.268,133067.6969,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0141,SMECO - Patuxent River Naval Air Museum,22178 Three Notch Rd,Lexington Park,MD,38.27656,-76.46332,446959.9122,67839.0107,DCFC,50,1,SWTCH,CHADEMO J1772COMBO,MUSEUM
l2_MD_0530,EVsmart - DPL - Darlington Park,4549 Conowingo Rd,Darlington,MD,39.648473,-76.208774,467912.8119,220293.8686,L2,7.2,5,SWTCH,J1772 J1772COMBO,PARK
dcfc_MD_0142,EVsmart - DPL - Darlington Park,4549 Conowingo Rd,Darlington,MD,39.648473,-76.208774,467912.8119,220293.8686,DCFC,50,4,SWTCH,J1772 J1772COMBO,PARK
l2_MD_0531,La Quinta Inn - Waldorf,11770 Business Park Drive,Waldorf,MD,38.63983,-76.89878,408811.9116,108029.7837,L2,7.2,4,Blink Network,J1772,
l2_MD_0532,POTOMAC EDISON FRIENDSVILLE L2,510 Church Ln,Friendsville,MD,39.66358,-79.409044,193291.2355,224404.8922,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0533,SMECO - Baggett Park,26929 Three Notch Rd,Mechanicsville,MD,38.40657,-76.67099,428736.624,82184.1419,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0534,Blue Belly Farms Corp,9201 Longs Mill Rd,Rocky Ridge,MD,39.584041,-77.344023,370444.2066,212901.5242,L2,7.2,6,Non-Networked,J1772 TESLA,STANDALONE_STATION
l2_MD_0535,MTA MARC GERMANTOWN,19421 Walter Johnson Rd,Germantown,MD,39.174382,-77.270315,376641.8252,167399.3408,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0536,EVsmart - BGE - S Carroll Sr CC,5928 Mineral Hill Rd,Sykesville,MD,39.4096829,-76.9053724,408149.5279,193491.6917,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,OTHER_ENTERTAINMENT
dcfc_MD_0143,EVsmart - BGE - S Carroll Sr CC,5928 Mineral Hill Rd,Sykesville,MD,39.4096829,-76.9053724,408149.5279,193491.6917,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,OTHER_ENTERTAINMENT
l2_MD_0537,Gateway Hotel and Suites,11 N Baltimore Ave,Ocean City,MD,38.332804,-75.086093,567326.7895,75697.7841,L2,7.2,2,Blink Network,J1772,
dcfc_MD_0144,POTOMAC EDISON FRIENDSVILLEDC2,277 Maple St,Friendsville,MD,39.664072,-79.40897,193299.0252,224459.3338,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0145,POTOMAC EDISON FRIENDSVILLEDC1,277 Maple St,Friendsville,MD,39.663781,-79.40894,193300.7461,224426.9665,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0538,EVsmart - BGE - SHA Hanover,7491 Connelley Dr,Hanover,MD,39.1604539,-76.6795114,427698.6215,165867.0755,L2,7.2,6,SWTCH,J1772 J1772COMBO,PARK
dcfc_MD_0146,EVsmart - BGE - SHA Hanover,7491 Connelley Dr,Hanover,MD,39.1604539,-76.6795114,427698.6215,165867.0755,DCFC,50,2,SWTCH,J1772 J1772COMBO,PARK
l2_MD_0539,EVsmart - BGE - State Center,1030 Mason St,Baltimore,MD,39.302903,-76.622335,432574.7823,181700.0105,L2,7.2,8,SWTCH,J1772,PARK
l2_MD_0540,EVsmart - DPL - Salisbury University Maintenance Building,1123 S Division St,Salisbury,MD,38.3452787,-75.5976943,522581.8957,76270.2141,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0541,SMECO - Calvert Marine Museum,14200 Solomons Island Rd S,Solomons,MD,38.33177,-76.4646,446811.9734,73966.6661,L2,7.2,2,SWTCH,J1772,MUSEUM
l2_MD_0542,EVsmart - Pepco - Springhill Lake Recreational Center,6101 Cherrywood Ln,Greenbelt,MD,39.0078298,-76.9052215,408208.7755,148879.6146,L2,7.2,1,SWTCH,J1772,REC_SPORTS_FACILITY
l2_MD_0543,EVsmart - Pepco - Prince Georges County Dept of Housing,9200 Basil Ct,Upper Marlboro,MD,38.9155756,-76.8466984,413294.7794,138645.4322,L2,7.2,4,SWTCH,J1772,MUNI_GOV
l2_MD_0544,SMECO - Calvert Courthouse Annex,176 Main St,Prince Frederick,MD,38.53925,-76.58184,436455.7851,96943.6507,L2,7.2,2,SWTCH,J1772,MUNI_GOV
l2_MD_0545,1801 Rockville Pike,1801 Rockville Pike,Rockville,MD,39.05959550000001,-77.12297739999997,389356.0976,154629.0997,L2,7.2,2,Blink Network,J1772,
l2_MD_0546,33000,7160 Riverwood Drive,Columbia,MD,39.1751001,-76.876485,410672.6168,167451.6531,L2,7.2,2,Blink Network,J1772,
l2_MD_0547,ANSEL RTC PHASE II#4,33 Monroe St,Rockville,MD,39.084593,-77.149153,387095.142,157407.4964,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0548,EVsmart - DPL - Crouse Park Visitor and Heritage Center,3 Crouse Park Ln,Denton,MD,38.8885534,-75.8375987,500844.2986,136276.4909,L2,7.2,2,SWTCH,J1772,PARK
