charger_id,station_name,address,city,state,latitude,longitude,x_projected,y_projected,level,plug_power_kw,plug_count,ev_network,connector_types,facility_type
l2_MD_0312,PGCMLS LA LIBRARY 2,507 7th St,Laurel,MD,39.103753,-76.856475,412414.1073,159533.6825,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0313,UM PTS GRAND 1,5 N Paca St,Baltimore,MD,39.289857,-76.621746,432631.5841,180251.8873,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0314,UM PTS GRAND #3,5 North Paca Street,Baltimore,MD,39.289666,-76.622139,432597.7681,180230.5427,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0315,MC FLEET CNCL_OFFC_BLD#3,100 Fleet St,Rockville,MD,39.081586,-77.150027,387018.9754,157073.8068,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0316,UM PTS PRATT #4,646 W Pratt St,Baltimore,MD,39.286389,-76.625156,432338.9868,179865.6671,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0317,UM PTS PRATT #3,646 W Pratt St,Baltimore,MD,39.286322,-76.625156,432339.0173,179858.2289,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0318,GARAGE STATION 01,8600 Old Georgetown Rd,Bethesda,MD,38.998554,-77.110069,390465.1422,147851.4051,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0319,GARAGE STATION 02,8600 Old Georgetown Rd,Bethesda,MD,38.998452,-77.110047,390467.0343,147840.0798,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0320,UM PTS LEXINGTON #1,680 W Lexington St,Baltimore,MD,39.291356,-76.626754,432198.8685,180416.525,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0321,COLUMBIA ASSOC STATION1,5440 Old Tucker Row,Columbia,MD,39.222195,-76.888037,409668.0115,172678.6243,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0322,CENTRAL CENTRAL,8455 Fenton Street,Silver Spring,MD,38.994813,-77.023436,397969.531,147430.6291,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0323,WASH COMMERCIAL GUEST,10201 Washingtonian Blvd,Gaithersburg,MD,39.120812,-77.205607,382219.8406,161437.7537,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0324,MGM RESORTS INT NAT HARBOR L4S2,101 MGM National Ave,Oxon Hill,MD,38.795055,-77.009262,399195.0994,125255.7043,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0325,MGM RESORTS INT NAT HARBOR L4S1,101 MGM National Ave,Oxon Hill,MD,38.79503,-77.009252,399195.9678,125252.9291,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0326,MGM RESORTS INT NAT HARBOR L6S1,101 MGM National Ave,Oxon Hill,MD,38.795046,-77.00923,399197.8792,125254.705,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0327,MGM RESORTS INT NAT HARBOR L2S2,101 MGM National Ave,Oxon Hill,MD,38.794407,-77.01001,399130.1117,125183.7794,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0328,MGM RESORTS INT NAT HARBOR L5S2,101 MGM National Ave,Oxon Hill,MD,38.795021,-77.009434,399180.1572,125251.9317,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0329,MGM RESORTS INT NAT HARBOR L1S2,101 MGM National Ave,Oxon Hill,MD,38.794452,-77.010951,399048.3659,125188.7842,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0330,MGM RESORTS INT NAT HARBOR L3S2,101 MGM National Ave,Oxon Hill,MD,38.794996,-77.009348,399187.6278,125249.1558,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0331,MGM RESORTS INT NAT HARBOR L1S0,101 MGM National Ave,Oxon Hill,MD,38.794971,-77.009359,399186.6719,125246.3807,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0332,MGM RESORTS INT NAT HARBOR L5S1,101 MGM National Ave,Oxon Hill,MD,38.795005,-77.009252,399195.9675,125250.154,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0333,EVROADWAY BOX HILL L2,3491 Merchant Boulevard,Abingdon,MD,39.467995,-76.30757,459585.0397,200187.3336,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0334,THE HOTEL AT AP STATION 2,7787 Arundel Mills Blvd,Hanover,MD,39.152983,-76.74372,422151.6097,165020.1858,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0335,THE HOTEL AT AP STATION 1 GW,7787 Arundel Mills Blvd,Hanover,MD,39.15305,-76.743781,422146.3162,165027.6089,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0336,ATAPCO PROPERTY ATAPCO GARAGE 2,601 N Calvert street,Baltimore,MD,39.297462,-76.612601,433416.933,181099.4802,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0337,ATAPCO PROPERTY ATAPCO GARAGE 4,601 N Calvert Street,Baltimore,MD,39.297367,-76.612593,433417.6678,181088.9365,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0338,ATAPCO PROPERTY ATAPCO GARAGE 3,601 N Calvert Street,Baltimore,MD,39.29739,-76.612594,433417.5707,181091.4895,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0339,BSU CHARGER STATION 2,Loop Rd,Bowie,MD,39.019979,-76.76062,420729.5376,150251.2013,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0340,MC FLEET WHEATON MCPL 2,11701 Georgia Ave,Silver Spring,MD,39.047882,-77.05113,395573.7444,153322.8345,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0096,MDTA BALT HARB TUN 3,1150 Frankfurst Ave,Baltimore,MD,39.240494,-76.5881,435558.9075,174784.3477,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0097,MDTA BALT HARB TUN 4,1150 Frankfurst Ave,Baltimore,MD,39.240486,-76.58813,435556.3216,174783.4479,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0341,ARE MD 24 7 8,9800 Medical Center Dr,Rockville,MD,39.09486,-77.196465,383004.1957,158555.01,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0342,ARE MD 24 5 6,9800 Medical Center Dr,Rockville,MD,39.09481,-77.196481,383002.7996,158549.4623,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0343,ARE MD 24 3 4,9800 Medical Center Dr,Rockville,MD,39.094872,-77.196427,383007.4858,158556.335,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0344,ARE MD 24 9 10,9800 Medical Center Dr,Rockville,MD,39.094787,-77.196526,382998.9013,158546.9174,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0345,UDR DOMAIN COLLEGE2,3711 Campus Dr,College Park,MD,38.984284,-76.949498,404375.3121,146262.7493,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0098,MDTA FORT MCHENRY 5,3990 Leland Ave,Baltimore,MD,39.265537,-76.56216,437784.9493,177574.9317,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0099,MDTA FORT MCHENRY 2,3990 Leland Ave,Baltimore,MD,39.26561,-76.56207,437792.6773,177583.0731,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0100,MDTA FORT MCHENRY 3,3990 Leland Ave,Baltimore,MD,39.265583,-76.56212,437788.3767,177580.055,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0101,MDTA FORT MCHENRY 1,3990 Leland Ave,Baltimore,MD,39.26565,-76.56203,437796.1079,177587.5303,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0346,ORACLE MD 7031,7031 Columbia Gateway Dr,Columbia,MD,39.17283,-76.801575,417146.0738,167211.0387,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0347,7501 CHARGING STATION 255,7501 Wisconsin Ave,Bethesda,MD,38.985246,-77.093568,391893.0085,146372.4929,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0348,MTA MARC BWI12,7 Amtrak Way,BWI Airport,MD,39.19197,-76.693985,426435.9941,169361.5174,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0349,MTA BUS W. MARSH1,8476 Honeygo Blvd,Nottingham,MD,39.377378,-76.460583,446477.508,190038.1106,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0350,USG SGG #2,9621 Gudelsky Dr,Rockville,MD,39.092401,-77.197522,382912.1673,158282.228,L2,7.2,1,ChargePoint Network,J1772,
dcfc_MD_0102,HIGHS EV#1 HIGH'S 62,2861 Jessup Rd,Jessup,MD,39.142144,-76.762608,420522.1359,163812.4995,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0351,ARR UNION WHARF UNION WHARF 1,915 S Wolfe St,Baltimore,MD,39.281314,-76.588826,435475.8292,179315.7425,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0352,UNION WHARF UNION WHARF 2,915 S Wolfe St,Baltimore,MD,39.281443,-76.588825,435475.851,179330.0641,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0353,"BLK 3 PANDR P&R-B3 P1_3,4",911 Prose St,North Bethesda,MD,39.051927,-77.116479,389917.4458,153777.0702,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0354,"BLK 3 PANDR P&R-B3 P2_3,4",911 Prose St,North Bethesda,MD,39.051882,-77.116487,389916.7469,153772.0756,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0355,BLK 3 PANDR P&R-B3 P3_1ADA,911 Prose St,North Bethesda,MD,39.051652,-77.116688,389899.3159,153746.5652,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0356,"BLK 3 PANDR P&R-B3 P2_1,2",911 Prose St,North Bethesda,MD,39.051905,-77.116631,389904.2857,153774.6447,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0357,"BLK 3 PANDR P&R-B3 P2_5,6",911 Prose St,North Bethesda,MD,39.051807,-77.116511,389914.6589,153763.7524,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0358,"BLK 3 PANDR P&R-B3 P2_7,8",911 Prose St,North Bethesda,MD,39.051752,-77.116508,389914.9107,153757.6464,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0359,"BLK 3 PANDR P&R-B3 P1_5,6",911 Prose St,North Bethesda,MD,39.051326,-77.117257,389850.0171,153710.4386,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0360,JUNIPER STATION 3,6000 Merriweather Dr,Columbia,MD,39.206422,-76.862506,411875.2983,170930.5796,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0361,JUNIPER STATION 2,6000 Merriweather Dr,Columbia,MD,39.206411,-76.862714,411857.3349,170929.3314,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0362,JUNIPER STATION 1,6000 Merriweather Dr,Columbia,MD,39.20651,-76.862338,411889.7939,170940.3708,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0363,HHC COLUMBIA STATION 19,6100 Merriweather Dr,Columbia,MD,39.206318,-76.86073,412028.711,170919.2662,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0364,HHC COLUMBIA STATION 5,6100 Merriweather Dr,Columbia,MD,39.20629,-76.86072,412029.5794,170916.159,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0365,HHC COLUMBIA STATION 13,6100 Merriweather Dr,Columbia,MD,39.206295,-76.860696,412031.6515,170916.7173,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0366,HHC COLUMBIA STATION 17,6100 Merriweather Dr,Columbia,MD,39.206283,-76.860598,412040.1179,170915.398,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0367,HHC COLUMBIA STATION 6,6100 Merriweather Dr,Columbia,MD,39.206298,-76.860637,412036.7469,170917.0581,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0368,HHC COLUMBIA STATION 16,6100 Merriweather Dr,Columbia,MD,39.206299,-76.86058,412041.6699,170917.1766,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0369,HHC COLUMBIA STATION 18,6100 Merriweather Dr,Columbia,MD,39.206268,-76.860462,412051.8669,170913.7507,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0370,HHC COLUMBIA STATION 20,6100 Merriweather Dr,Columbia,MD,39.206265,-76.860509,412047.808,170913.4114,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0371,HHC COLUMBIA STATION 7,6100 Merriweather Dr,Columbia,MD,39.206151,-76.860432,412054.4779,170900.7658,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0372,HHC COLUMBIA STATION 3,6100 Merriweather Dr,Columbia,MD,39.212302,-76.864464,411705.2153,171583.0989,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0373,HHC COLUMBIA STATION 1,6100 Merriweather Dr,Columbia,MD,39.206211,-76.860536,412045.4851,170907.413,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0374,HHC COLUMBIA STATION 14,6100 Merriweather Dr,Columbia,MD,39.206297,-76.860701,412031.2193,170916.9386,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0375,HHC COLUMBIA STATION 15,6100 Merriweather Dr,Columbia,MD,39.206267,-76.860781,412024.3147,170913.5977,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0376,HHC COLUMBIA STATION 12,6100 Merriweather Dr,Columbia,MD,39.206283,-76.860778,412024.5711,170915.3743,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0377,HHC COLUMBIA STATION 8,6100 Merriweather Dr,Columbia,MD,39.206364,-76.86081,412021.7935,170924.3623,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0378,HHC COLUMBIA STATION 11,6100 Merriweather Dr,Columbia,MD,39.206311,-76.860813,412021.5433,170918.4781,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0379,HHC COLUMBIA STATION 4,6100 Merriweather Dr,Columbia,MD,39.206323,-76.86088,412015.7544,170919.8015,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0380,HHC COLUMBIA STATION 9,6100 Merriweather Dr,Columbia,MD,39.206304,-76.860967,412008.2434,170917.6808,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0103,EVROADWAY BOX HILL DC 2,3473 Merchant Boulevard,Abingdon,MD,39.467929,-76.307525,459588.9675,200180.0355,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
dcfc_MD_0104,EVROADWAY BOX HILL DC 1,3473 Merchant Boulevard,Abingdon,MD,39.467868,-76.307613,459581.4464,200173.2058,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0381,MCDOT-PARKING GARAGE 13-1,11219 Grandview Ave,Wheaton,MD,39.03897,-77.05224,395477.0914,152333.5569,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0382,MCDOT-PARKING GARAGE 13-2,11219 Grandview Ave,Wheaton,MD,39.039078,-77.05226,395475.3668,152345.5471,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0383,AMPCAP 0315 SILVER SPR,12024 Cherry Hill Rd,Silver Spring,MD,39.05397,-76.956925,403728.1882,153998.3043,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0384,CEC CHURCH CREEK,4161 Golden Hill Rd,Church Creek,MD,38.447864,-76.138434,475207.7106,87070.9301,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0385,Robert Morris Inn,314 N Morris St,Oxford,MD,38.692832,-76.173983,471858.6401,114233.3667,L2,7.2,2,Non-Networked,J1772,INN
l2_MD_0386,Causeway Park,110 Oxford Rd,Oxford,MD,38.68406,-76.169776,472233.4701,113262.9967,L2,7.2,2,Non-Networked,J1772,PARK
l2_MD_0387,CRC PP PERRING PARK,2100 Townhill Rd,Parkville,MD,39.402774,-76.538406,439757.8658,192820.8289,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0388,CRC PV PADONIA VILLAGE,88 E Padonia Rd,Lutherville-Timonium,MD,39.455602,-76.624237,432340.9777,198652.0313,L2,7.2,1,ChargePoint Network,J1772,
l2_MD_0389,EVsmart - BGE - Meadowood,10650 Falls Rd,Timonium,MD,39.4187936,-76.6728994,428167.3592,194549.3567,L2,7.2,4,SWTCH,J1772,PARK
l2_MD_0390,EVsmart - BGE - Carney,2905 Jomat Ave,Parkville,MD,39.3983424,-76.5247438,440937.1697,192334.8644,L2,7.2,4,SWTCH,J1772,PARKING_LOT
l2_MD_0391,CONOWINGO DAM CONOWINGO VISIT,4948 Conowingo Rd,Darlington,MD,39.65543,-76.178634,470492.7869,221089.1453,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0392,CONOWINGO DAM CONOWINGO EMPLO,2569 Shures Landing Rd,Darlington,MD,39.655165,-76.174584,470840.6308,221062.8587,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0393,EVsmart - BGE - Drumcastle,6401 York Rd,Baltimore,MD,39.3729357,-76.6095312,433645.9083,189479.5983,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,OTHER
dcfc_MD_0105,EVsmart - BGE - Drumcastle,6401 York Rd,Baltimore,MD,39.3729357,-76.6095312,433645.9083,189479.5983,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,OTHER
l2_MD_0394,EVsmart - BGE - Sollers Point,325 Sollers Point Rd,Dundalk,MD,39.2437608,-76.5077294,442495.2471,175181.3578,L2,7.2,4,SWTCH,CHADEMO J1772 J1772COMBO,PARK
dcfc_MD_0106,EVsmart - BGE - Sollers Point,325 Sollers Point Rd,Dundalk,MD,39.2437608,-76.5077294,442495.2471,175181.3578,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,PARK
l2_MD_0395,St. Mary's College of Maryland,19075 Hill Commons Dr,St. Marys City,MD,38.187051,-76.426099,450279.2242,57923.3349,L2,7.2,1,Non-Networked,J1772,COLLEGE_CAMPUS
dcfc_MD_0107,Royal Farms - Tesla Supercharger,1202 South Caton Avenue,Baltimore,MD,39.26857,-76.668737,428586.2822,177872.9222,DCFC_TESLA,150,5,Tesla,TESLA,CONVENIENCE_STORE
l2_MD_0396,POTOMAC EDISON NEW WINDSOR,105 Green Valley Rd,New Windsor,MD,39.544128,-77.107501,390759.0167,208419.7538,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0397,POTOMAC EDISON TANEYTOWN CC,502 E Baltimore St,Taneytown,MD,39.64984,-77.160334,386238.1348,220163.6106,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0108,EVsmart - BGE - Essex-Rosedale,8914 Kelso Dr,Essex,MD,39.3407205,-76.4662518,446012.861,185965.5772,DCFC,50,2,SWTCH,CHADEMO J1772COMBO,STATE_GOV
l2_MD_0398,SALES LOTS SALES LOT LEFT,7020 Arlington Rd,Bethesda,MD,38.980198,-77.099144,391409.2941,145812.6268,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0399,HOME-2 STATION 1,1661 Pullman Ln,Hagerstown,MD,39.630856,-77.767868,334075.191,218320.9326,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0400,EVsmart - Pepco - Schrom Hill Rec Center,6915 Hanover Pkwy,Greenbelt,MD,38.9848351,-76.8734698,410962.4042,146330.3033,L2,7.2,4,SWTCH,J1772,REC_SPORTS_FACILITY
dcfc_MD_0109,EVsmart - BGE - BWI Cell Lot,1001 Scott Dr,Baltimore,MD,39.1869781,-76.6775622,427856.6887,168812.2248,DCFC,50,8,SWTCH,CHADEMO J1772COMBO,AIRPORT
dcfc_MD_0110,Wawa - Tesla Supercharger,11505  Berry Road,Waldorf,MD,38.63024,-76.91891,407060.3392,106963.5118,DCFC_TESLA,150,8,Tesla,TESLA,CONVENIENCE_STORE
l2_MD_0401,GERMANTOWN MD STATION 1,19750 Germantown Rd,Germantown,MD,39.180952,-77.264053,377185.0322,168127.1228,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0402,GERMANTOWN MD STATION 2,19750 Germantown Rd,Germantown,MD,39.180977,-77.26409,377181.8434,168129.9074,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0403,SMECO - Laurel Springs Park,5940 Radio Station Rd,La Plata,MD,38.552479,-76.948137,404520.4027,98329.9287,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0404,SMECO - Park Ave Parking Leonardtown,41676 Park Ave,Leonardtown,MD,38.290526,-76.634468,431978.1558,69315.2581,L2,7.2,2,SWTCH,J1772,PARKING_LOT
l2_MD_0405,SMECO - Leonardtown Library,23630 Hayden Farm Ln,Leonardtown,MD,38.31342,-76.63639,431799.8874,71855.846,L2,7.2,2,SWTCH,J1772,LIBRARY
l2_MD_0406,SMECO - St. Mary's Board of Education,23160 Moakley St,Leonardtown,MD,38.304353,-76.640143,431475.6327,70848.0984,L2,7.2,2,SWTCH,J1772,MUNI_GOV
dcfc_MD_0111,Wawa - Tesla Supercharger,1300 E Joppa Road,Towson,MD,39.39638,-76.57499,436610.137,192095.6728,DCFC_TESLA,150,8,Tesla,TESLA,CONVENIENCE_STORE
l2_MD_0407,SMECO - White Plains Regional Park,1015 St. Charles Pkwy,White Plains,MD,38.578089,-76.91694,407237.1415,101174.724,L2,7.2,2,SWTCH,J1772,PARK
dcfc_MD_0112,SALES LOTS DCF EV 1,7020 Arlington Rd,Bethesda,MD,38.980197,-77.099065,391416.139,145812.5083,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0408,EVsmart - DPL - Dorchester County Office Building,501 Court Ln,Cambridge,MD,38.5720963,-76.0746539,480635.2703,100914.8223,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0409,EVsmart - DPL - Somerset County Government Office Complex,11916 Somerset Ave,Princess Anne,MD,38.2087011,-75.6956778,514233.8418,60984.4715,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0410,GREENERVOLTS 9900 MCD CPT,9900 Medical Center Dr,Rockville,MD,39.09716,-77.20142,382576.1182,158811.2728,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0411,PGC 1400 McCormick,1400 McCormick Drive,Upper Marlboro,MD,38.9085172,-76.8459243,413363.233,137862.0054,L2,7.2,4,Blink Network,J1772,
l2_MD_0412,ARE MD 24 17 18,9800 Medical Center Dr,Rockville,MD,39.094746,-77.196664,382986.9536,158542.3916,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0413,ARE MD 24 15 16,9800 Medical Center Dr,Rockville,MD,39.09475,-77.196648,382988.3386,158542.8327,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0414,ARE MD 24 19 20,9800 Medical Center Dr,Rockville,MD,39.094846,-77.196594,382993.0329,158553.4798,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0415,EVsmart - DPL - Crisfield Library,100 Collins St,Crisfield,MD,37.9851305,-75.8543724,500647.4019,35983.0097,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0416,SMECO - Waldorf Multi-Gen Center,90 Post Office Rd,Waldorf,MD,38.617477,-76.90209,408526.4058,105548.2049,L2,7.2,2,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0417,EVsmart - BGE - Sykesville City Hall,7547 Main St,Sykesville,MD,39.3662109,-76.9684016,402722.8618,188661.6175,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,PARK
dcfc_MD_0113,EVsmart - BGE - Sykesville City Hall,7547 Main St,Sykesville,MD,39.3662109,-76.9684016,402722.8618,188661.6175,DCFC,50,2,SWTCH,CHADEMO J1772 J1772COMBO,PARK
l2_MD_0418,SMECO - Charles County Health Department,4545 Crain Hwy,White Plains,MD,38.589183,-76.945492,404748.5225,102404.3245,L2,7.2,2,SWTCH,J1772,MUNI_GOV
l2_MD_0419,SMECO - Port Tobacco Recreation Center,8190 Port Tobacco Rd,La Plata,MD,38.509858,-77.037826,396700.608,93598.2804,L2,7.2,2,SWTCH,J1772,REC_SPORTS_FACILITY
l2_MD_0420,EVsmart - DPL - Worcester County Recreation Courts,6030 Public Landing Rd,Snow Hill,MD,38.172061,-75.3763945,542266.6943,57366.2374,L2,7.2,2,SWTCH,J1772,REC_SPORTS_FACILITY
l2_MD_0421,EVsmart - DPL - John Walter Smith Park,6061 Public Landing Rd,Snow Hill,MD,38.1751311,-75.3772813,542182.9416,57705.5883,L2,7.2,2,SWTCH,J1772,PARK
l2_MD_0422,EVsmart - Pepco - Forest Heights Police and Community Center,5508 Arapahoe Dr,Oxon Hill,MD,38.8141187,-76.9972456,400238.9195,127371.8533,L2,7.2,4,SWTCH,J1772,OTHER_ENTERTAINMENT
dcfc_MD_0114,"California, MD - Tesla Supercharger",44900 St. Andrew's Church Road,California,MD,38.30253,-76.52266,441752.5698,70692.8588,DCFC_TESLA,150,8,Tesla,TESLA,SHOPPING_MALL
l2_MD_0423,UM PTS SARATOGA #2,220 N Arch St,Baltimore,MD,39.29224,-76.625455,432310.5272,180515.123,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0424,UM PTS SARATOGA,220 N Arch St,Baltimore,MD,39.292491,-76.625657,432292.9872,180542.9169,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0425,EVsmart - DPL - Somerset County Technical High School,7994 Tawes Campus Dr,Westover,MD,38.1008637,-75.7174594,512494.4359,48988.4406,L2,7.2,4,SWTCH,J1772,PARK
l2_MD_0426,THE SHIRLEY STATION 1,2005 Town Center Blvd,Odenton,MD,39.09918,-76.70629,425406.1106,159057.1064,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0427,UM PTS PENN GARAGE 1,114-198 Penn St,Baltimore,MD,39.286477,-76.625974,432268.3753,179875.1473,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0428,EVsmart - Pepco - Capitol Heights Municipal Parking,6053 Old Central Ave,Capitol Heights,MD,38.8845542,-76.9126738,407576.3651,135194.2834,L2,7.2,3,SWTCH,J1772,PARKING_LOT
l2_MD_0429,EVsmart - BGE - Maryland Zoo,1 Safari Pl,Baltimore,MD,39.3226579,-76.6499016,430188.6669,183883.6916,L2,7.2,6,SWTCH,J1772,OTHER_ENTERTAINMENT
l2_MD_0430,POTOMAC EDISON GRANTSVILLE,171 Main St,Grantsville,MD,39.697285,-79.158027,214914.0211,227607.4266,L2,7.2,2,ChargePoint Network,J1772,
l2_MD_0431,Greenleigh FF - 6201,6201 Greenleigh Avenue,Middle River,MD,39.3606919,-76.4019353,451542.8265,188217.1236,L2,7.2,2,Blink Network,J1772,
l2_MD_0432,EVsmart - BGE - Borgerding DC - MCS,5800 Wabash Ave,Baltimore,MD,39.3484033,-76.7017068,425712.2039,186726.0742,L2,7.2,4,SWTCH,J1772,MUNI_GOV
l2_MD_0433,GROSVENOR PARK2 STATION 1,10500 Rockville Pike,Rockville,MD,39.029398,-77.105634,390853.2835,151274.9582,L2,7.2,2,ChargePoint Network,J1772,
dcfc_MD_0115,GERMANTOWN MD DC STATION 1,19750 Germantown Rd,Germantown,MD,39.180778,-77.264986,377104.3634,168108.0398,DCFC,62.5,1,ChargePoint Network,CHADEMO J1772COMBO,
l2_MD_0434,EVsmart - BGE - Odenton Library,1325 Annapolis Rd,Odenton,MD,39.0872297,-76.7001957,425937.6296,157732.1943,L2,7.2,4,SWTCH,J1772,LIBRARY
l2_MD_0435,EVsmart - BGE - Kenhill Center,2614 Kenhill Dr,Bowie,MD,38.9615101,-76.7412982,422421.1351,143765.1564,L2,7.2,2,SWTCH,CHADEMO J1772 J1772COMBO,OTHER
dcfc_MD_0116,EVsmart - BGE - Kenhill Center,2614 Kenhill Dr,Bowie,MD,38.9615101,-76.7412982,422421.1351,143765.1564,DCFC,50,4,SWTCH,CHADEMO J1772 J1772COMBO,OTHER
